id,alcoholic,drinkid,edited,favorite,issuggested,glass_id,information,instructions,name,notes
186,1,528,{null},{null},{null},18,,"Occasionally this combination of gin, vermouth, maraschino and bitters provides us with a much needed escape. Jerry Thomas described the Martinez as \an Old Tom Gin version of the Manhatten\"". Epicures will know it as something of an martini incognito, sadly understated. And, given the Martini, an icon of American culture, the Martinez Cocktail is something of a washed-out memento. That's not to say it isn't appreciated, however. Shake and strain into a chilled cocktail glass. Garnish with a twist of lemon.""",Martinez,{null}
187,1,344,{null},{null},{null},14,,"Shake gin, juice of lemon, and powdered sugar with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Gin Fizz,{null}
188,1,844,{null},{null},{null},15,,"shake, strain into highball glass.",Toasted Almond,{null}
189,1,294,{null},{null},{null},2,,"Stir tequila and creme de cassis over ice in a chilled collins glass. Fill with ginger ale, squeeze lime wedge over drink and drop it into the glass.",El Diablo,{null}
190,1,597,{null},{null},{null},18,,Shake and serve over ice.,Oasis,{null}
191,1,707,{null},{null},{null},18,,,Rumpletini,{null}
192,1,67,{null},{null},{null},15,,"Brew espresso, mix in shots of kaluha and syrup",Aqualung,{null}
193,1,581,{null},{null},{null},18,,Shake briefly with a glassful of crushed ice. Serve in a double-cocktail glass.,Mulata,{null}
194,1,593,{null},{null},{null},2,,"Pour the Captain Morgan spiced rum into a collins glass filled with ice cubes. Fill with 7-Up, stir and serve.",Nixon,{null}
195,1,570,{null},{null},{null},18,,"Combine the peach liqueur, coffee liqueur and ice cream in a blender. Blend until smooth, and pour into a cocktail glass. Garnish with chocolate shavings, and serve.",Mississippi Mud,{null}
196,1,798,{null},{null},{null},15,,"Pour vodka, banana liqueur, lemon juice and egg white into a cocktail shaker half-filled with ice cubes. Shake, strain into an old-fashioned or rocks glass almost filled with ice cubes, and serve.",Spymaster,{null}
197,1,880,{null},{null},{null},18,,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Whiskey Cocktail,{null}
198,1,40,{null},{null},{null},18,,Fill glass half way with ice. Add o.j. and Midori and give a little stir.,Alligator,{null}
199,1,931,{null},{null},{null},18,,"Stir ingredients with ice, strain into a cocktail glass. Garnish with a cherry.",Rob Roy (Dry),{null}
200,1,742,{null},{null},{null},15,,,Scotch on the Rocks,{null}
201,1,41,{null},{null},{null},14,,Shake all ingredients in a cocktail shaker half-full of ice. Strain into cocktail glass.,Aloe Vera,{null}
202,1,399,{null},{null},{null},14,,"Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well, and strain into a highball glass. Garnish with a twist of orange peel, and serve.",Hanky Panky,{null}
203,1,46,{null},{null},{null},2,,Shake and Serve over ice,Amaretto Stone Sour,{null}
204,1,889,{null},{null},{null},18,,"Shake, strain into a cocktail glass, and sprinkle with grated chocolate.",White Christmas,{null}
205,1,332,{null},{null},{null},18,,"Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well. Strain into a cocktail glass, and serve.",Fruity Toad,{null}
206,1,530,{null},{null},{null},18,,"Stir gin and vermouth with ice in a mixing glass. Strain into a cocktail glass, add the olive, and serve.",Martini (Dry),{null}
207,1,72,{null},{null},{null},18,,"Shake with cracked ice: strain into a chilled cocktail glass, garnish with twist of orange or lemon.",Astoria,{null}
208,1,526,{null},{null},{null},5,,,Markarita,{null}
209,1,697,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Rum Dubonnet,{null}
210,1,779,{null},{null},{null},9,,"This refreshing cocktail is a perfect relaxer at the end of the day,  or a great accompaniment with brunch. The recipe as is makes a little over 2 servings. To make the drink a little more potent add another ounce of coconut rum.Combine the fruit, rum, Southern Comfort, brandy, club soda, juice, and sugar, along with the ice cubes into a blender. Blend on high until smooth, garnish with speared strawberry and pineapple chunks. Enjoy.",Smooth Sailor,{null}
211,1,252,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Commodore Cocktail,{null}
212,1,876,{null},{null},{null},19,,Pour liqueurs into a champagne flute. Fill with ice-cold champagne. Twist orange peel over drink.,Volcano,{null}
213,1,909,{null},{null},{null},18,,"Combine all ingredients in a cocktail shaker half-filled with ice cubes. Shake well, strain into a cocktail glass, and serve.",Witch of Venice,{null}
214,1,906,{null},{null},{null},22,,Combine all of the ingredients and pour over a block of ice.,Wine Punch,{null}
215,1,295,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",El Presidente,{null}
216,1,542,{null},{null},{null},18,,"Muddle the melon, honey syrup, Maraschino Liqueur and lime juice together in a large mixing glass. Add vodka and ice. Shake and strain into a chilled cocktail glass, garnish with a sprig of mint, and serve.",Melon Martini,{null}
217,1,928,{null},{null},{null},21,"VSS stands for Vodka, Soda, Splash. Also called the Rose Kennedy Cocktail.","Pour Vodka and Cranberry Juice into a High Ball glass over ice. Stir well, add the wedge of lime, and serve.",VSS,{null}
218,1,102,{null},{null},{null},21,"For ultimate authenticy, use Bacardi Rum. Their logo is a bat.",Pour over ice. Stir.,Bat Bite,{null}
219,1,672,{null},{null},{null},14,,"Shake ingredients over ice in a cocktail shaker. Pour into a chilled whiskey sour glass, and serve.",Rail Splitter,{null}
220,1,37,{null},{null},{null},18,,Shake all ingredients (except nutmeg) with ice and strain into a cocktail glass. Sprinkle nutmeg on top and serve.,Alexander,{null}
221,1,304,{null},{null},{null},14,,"Dissolve sugar in some of the water. Add juice and the rest of the water, and stir. Add liquor 2-3 hours before serving, and refridgerate. Serve in a punch bowl with ice.",Fish House Punch,{null}
222,1,291,{null},{null},{null},15,,Combine ingredients in an old-fashioned glass.,Early Christmas,{null}
223,1,869,{null},{null},{null},18,,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Vodka Martini,{null}
224,1,700,{null},{null},{null},18,,Mix all ingredients in glass & add ice.,Rum Runner,{null}
225,1,546,{null},{null},{null},18,,"In a shaker, combine Vodka and blue curacao. Chill until cloudy. Pour into martini glass. Tilt glass and pour in raspberry schnapps (will sink to the bottom). Float cranberry vodka on top. This will give you levels of color: red - blue - purple.",Metropolis,{null}
226,1,34,{null},{null},{null},18,No one seems to know why this drink is named after the 49th state.,"In a mixing glass half-filled with crushed ice, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Alaska,{null}
227,1,449,{null},{null},{null},19,,"Stir the rum, coffee and water together. Top with the Whipped Cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",Jamaican Coffee,{null}
228,1,495,{null},{null},{null},18,,,Knockout,{null}
229,1,270,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve. (See also Frozen Daiquiri.)",Daiquiri,{null}
230,1,814,{null},{null},{null},12,,"Splash of Grenadine to flavor, chill/strain shot or can be a drink over ice.",Sunset (Night Club),{null}
231,1,110,{null},{null},{null},11,"The original recipe of the better known Irish Car Bomb. Invented in 1979 at Wilson's Saloon in Norwich, Connecticut.",Build over ice drink with a straw.,Belfast Car Bomb,{null}
232,1,651,{null},{null},{null},14,,"It's basiclly the same as the Cuba Libre but instead of Rum it has Pisco. You can use not only Coca-Cola, instead you can add almost any kind of other soda drinks (sprite, fanta, etc.)",Piscola,{null}
233,1,789,{null},{null},{null},14,,"Pour vodka, triple sec and lime juice over ice. Fill to top with club soda. Stir.",Soviet Sunset,{null}
234,1,18,{null},{null},{null},15,,,Absinthe Drip,{null}
235,1,5,{null},{null},{null},16,,Combine all ingredients together in a large shot glass or small rocks glass. Stir and serve.,46 Magnum,{null}
236,1,825,{null},{null},{null},2,,"Shake all ingredients (except Ginger Ale) with ice and strain into a collins glass over ice cubes. Fill with Ginger Ale, stir, and serve.",Tequila Fizz,{null}
237,1,383,{null},{null},{null},18,,Shake with cracked ice and strain into a chilled cocktail glass. Garnish with an almond-stuffed olive.,Green Martini,{null}
238,1,835,{null},{null},{null},12,,Fill shot glass with Tequila. Add drops of Tobasco sauce.,Tequila Surprise,{null}
239,1,637,{null},{null},{null},2,,Shake everything except cola with ice; strain into a collins glass filled with ice. Fill the rest of the glass with cola and add a puff of Whipped Cream on top.,Phantasm,{null}
240,1,367,{null},{null},{null},14,,Shake and pour over ice-cubes.,Grappa Gimlet,{null}
241,1,536,{null},{null},{null},14,,"Pour Midori, Chambord and raspberry juice in a shaker. Add a squeeze of lemon and lime juice. Shake. Strain into highball half filled with ice. Garnish with fresh raspberries.",Melberry,{null}
242,1,346,{null},{null},{null},14,,Mix the gin and tonic in a highball glass over ice and pour the lime juice. Drop two lemon wedges into the glass and serve.,Gin Lime Rickey,{null}
243,1,109,{null},{null},{null},2,,Layer:\,Bee Sting,{null}
244,1,466,{null},{null},{null},2,,,Jose Collins,{null}
245,1,614,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine the gin, orange juice, and sugar. Shake wel. Strain into a cocktail glass. Garnish with the orange slice.",Orange Blossom,{null}
246,1,689,{null},{null},{null},11,,"Mix well, add ice last. Serves two normal people or one alcoholic.",Robot,{null}
247,1,223,{null},{null},{null},3,,"Muddle the fruit and maraschino in the bottom of a bar glass. Add ice and champagne, stir gently and strain into a champagne flute. Garnish with flamed orange peel, and serve.",Champagne Cobbler,{null}
248,1,912,{null},{null},{null},2,,"Blend all ingredients with ice except Rum (151 proof) proof rum. Pour into a collins glass. Float Rum (151 proof) proof rum on top. Garnish with a fruit slice, sprig of mint and a cherry.",Zombie,{null}
249,1,418,{null},{null},{null},15,,Shake with ice cubes and pour into old-fashioned glass rimmed with salt.,Hot Pants,{null}
250,1,628,{null},{null},{null},19,,Shake and strain into a champagne flute. Garnish with a slice of orange.,Parisian Blonde,{null}
251,1,334,{null},{null},{null},14,,"Mix all ingredients into glass, top with ice.",Fuzzy Navel,{null}
252,1,271,{null},{null},{null},18,,"Shake all ingredients in a cocktail shaker half-filled with ice. Strain into a chilled cocktail glass, and serve.",Daiquiri Blossom,{null}
253,1,55,{null},{null},{null},2,Originally known as the Milano-Torino.,Pour over ice into an collins glass. Garnish with lemon and orange twists. You may fill with some club soda.,Americano,{null}
254,1,861,{null},{null},{null},18,"Named and invented by James Bond in the 1953 novel, Casino Royale.","Shake well with lots of ice until it is extremely cold, then pour and add a large slice of lemon peel.",Vesper,{null}
255,1,441,{null},{null},{null},2,,,Jack Collins,{null}
256,1,382,{null},{null},{null},18,,Shake with Ice. Fill in 4 glasses. Serve with sugar crusta.,Green K,{null}
257,1,175,{null},{null},{null},21,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Boxcar,{null}
258,1,818,{null},{null},{null},16,,"Mix equal parts over ice, shake, strain, and serve...SPF 30!",Suntan Lotion,{null}
259,1,49,{null},{null},{null},17,,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",Amaretto Tea,{null}
260,1,630,{null},{null},{null},18,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Park Avenue,{null}
261,1,492,{null},{null},{null},15,,"Shake with three-quarters of a glassful of broken ice. Pour unstrained into an old-fashioned glass. Garnish with a cherry and orange slice, and serve.",Kiss and Tell,{null}
262,1,338,{null},{null},{null},18,"A few theories exist as to the origins of the name ""Gimlet"". The most common theory is the reference to the tool for drilling small holes and as a reference to the ""penetrating"" effects on the drinker. Additionally, a theory is the drink was originated by British Navy Surgeon Thomas Gimlette as a way to provide lime juice to sailors to prevent scurvy.",Pour the gin and lime cordial into a mixing glass half-filled with ice cubes. Stir well. Strain into a cocktail glass and garnish with the lime wedge.,Gimlet,{null}
263,1,245,{null},{null},{null},15,,"Rub the rim of an old-fashioned glass with lemon and dip in powdered sugar. Pour the brandy, bitters and triple sec into a mixing glass half-filled with cracked ice. Stir well. Pour into the prepared glass, and serve.",Chicago Cocktail,{null}
264,1,676,{null},{null},{null},11,,Shake with ice. Strain.,Red Lemon,{null}
265,1,681,{null},{null},{null},2,,"Put powdered sugar and 2 oz. carbonated water into a collins glass and stir. Add ice cubes and gin, fill with carbonated water, and stir again. Add the twist of lemon peel and the spiral of orange so that the end dangles over rim of glass.",Remsen Cooler,{null}
266,1,588,{null},{null},{null},4,,"Heat ingredients (with lemon thinly sliced into rings, and a heaped teaspoon of sugar). Strain into a heat-proof goblet when hot.",Negus,{null}
267,1,883,{null},{null},{null},14,,"Shake whiskey, juice and syrup and strain into a highball glass filled with ice. Fill with lemon-lime soda, and serve.",Whiskey Fizz,{null}
268,1,602,{null},{null},{null},18,,"Pour the melon deoria, Skyy vodka and cranberry juice into a cocktail glass. Add the 7-up, and stir gently. Garnish with a slice of lime and a maraschino cherry, and serve.",Oklahoma Cooler,{null}
269,1,668,{null},{null},{null},14,,Shake ingredients in a cocktail shaker with ice. Pour into tall glass.,Prison Bitch,{null}
270,1,451,{null},{null},{null},2,,"Fill a collins glass almost full with ice, and your shaker half full with ice. Pour all ingredients except soda into shaker and shake well. Strain into glass. Add the carbonated water (club soda) and stir well. Garnish with an orange slice and a maraschino cherry if available.",Jamaican Crow,{null}
271,1,816,{null},{null},{null},2,,Mix whiskey and sour mix and pour over ice-filled whiskeysour glass. Slowly add grenadine which will sink to the bottom of the glass. Garnish with orange slices and cherries.,Sunset Sour,{null}
272,1,828,{null},{null},{null},15,,"Fill tall rocks glass or tumbler with ice. Add tequila and triple sec, followed by O.J. and cranberry. Add blue curacao. DO NOT MIX. Garnish with lemon or cherry if desired.",Tequila Mockingbird,{null}
273,1,746,{null},{null},{null},18,,"Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.",Screaming Orgasm,{null}
274,1,522,{null},{null},{null},15,,"In a shaker half-filled with ice cubes, combine the light rum, dark rum, anisette, lemon juice, and grenadine. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Top with the cola. Stir well.",Mandeville,{null}
275,1,589,{null},{null},{null},15,,Pour ingredients into an old-fashioned glass over ice cubes. Stir well and serve.,Netherland,{null}
276,1,148,{null},{null},{null},18,,Shake ingredients in a cocktail shaker with ice. Strain into a cocktail glass. Garnish with a cherry.,Bloody Lip,{null}
277,1,674,{null},{null},{null},13,,"Add chilled vodka, triple sec and fresh raspberries to a large, chilled stemmed glass and fill with cold champagne. Sprinkle a few drops of kirschwasser on top.",Raspberries Romanoff,{null}
278,1,438,{null},{null},{null},2,,Fill a tall glass with crushed ice. Pour the Amaretto over the ice then slowly add the orange juice and top with club soda to form layers. Add a dash of grenadine and garnish with a cherry and orange slice.,Italian Sunset,{null}
279,1,251,{null},{null},{null},15,,"In a shaker mix Vodka, Kahlua, and milk. Pour into a rocks glass and add a splash of Coca-Cola",Colorado Bulldog,{null}
280,1,6,{null},{null},{null},18,,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,50/50,{null}
281,1,56,{null},{null},{null},14,,"Shake with a glassful of broken ice and pour, unstrained, into an old-fashioned glass.",Amsterdam,{null}
282,1,69,{null},{null},{null},18,,"Pour vodka and Amontillado sherry over ice cubes in a mixing glass. Stir well, and strain into a chilled cocktail glass. Garnish with an orange twist, and serve.",Armada Martini,{null}
283,1,763,{null},{null},{null},19,,"Italian drink, particular to the Veneto region. There are as many versions of this drink as there are people who drink it!Chill 4 champagne flutes. Shake gelato, limoncello and vodka in a shaker. Add Prosecco and whisk through. Serve immediately in chilled champagne flutes. Sprinkle lemon zest on top. Makes 4.",Sgroppino,{null}
284,1,783,{null},{null},{null},14,,Add 2 oz. of Sothern Comfort and 1 oz. of Peach Schnapps to a highball glass. Next add ice and top off with lemonade.,Southern Salutation,{null}
285,1,543,{null},{null},{null},14,,"Stir the melon liqueur, triple sec and vodka together in a highball glass filled with ice cubes. Fill with club soda, garnish with a slice of orange, and serve.",Melon Patch,{null}
286,1,94,{null},{null},{null},18,,"Shake and Strain the Butterscotch, Bailey's, and Schnapps (cinnamon) into a cocktail glass. Float the Sambuca, then sprinkle Cinnamon or Nutmeg into drink (Before you flame the drink). Just before presentation, flame the drink. As the Sambuca burns, the cinnamon will sparkle. A dazzling effect if the bartender or server is walking with the drink while it's burning (give the comet a tail).",Bailey's Comet,{null}
287,1,618,{null},{null},{null},9,,"Shake or stir ingredients, and pour over ice in a tall glass. Sprinkle nutmeg on top, and serve,",Painkiller,{null}
288,1,513,{null},{null},{null},12,,"Fill a shot glass approximately three-quarters full with green chartreuse, and the remainder with black sambuca. Add a couple of drops of Tabasco branded pepper sauce, and shoot.",Mack Attack,{null}
289,1,254,{null},{null},{null},18,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Corpse Reviver,{null}
290,1,181,{null},{null},{null},2,,"Slice a lemon in half. Rub the rim of a collins glass with the lemon and dip into sugar to coat the edge. Pare the circumference of each lemon half's peel and add to the glass. Shake brandy, lemon juice, orange curacao and bitters in a shaker with crushed ice and strain into the collins glass. Add an orange slice.",Brandy Crusta,{null}
291,1,465,{null},{null},{null},15,,Build over rocks in a highball glass.,Johnny-Come-Lately,{null}
292,1,785,{null},{null},{null},18,,"Pour the juices first, then top off with the liqueur.",Southwest Cooler,{null}
293,1,720,{null},{null},{null},14,"The Bitter Lemon Soda is made from Quinine, which was the first effective treatment for malaria.","Take a tall glass, put a few ice cubes on top of each other. Pour the Gin and the rum in the glass, Fill the glass with bitter lemon. Leave some of the ice over the surface, so that you can pour the angostura on top of it. It should leave a rather nice track of red down the ice cubes.",Saint Paul,{null}
294,1,134,{null},{null},{null},12,,"Pour the Crown Royal into a shot glass, then add just enough cola to turn it black.",Black Tooth Grin,{null}
295,1,916,{null},{null},{null},14,,,Scotch Lassie,{null}
296,1,933,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Balalaika,{null}
297,1,591,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Nightmare,{null}
298,1,280,{null},{null},{null},18,,"In a mixing glass half-filled with ice cubes, combine the gin, brandy, sweet vermouth, dry vermouth, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist.",Delmonico No. 1,{null}
299,1,111,{null},{null},{null},19,,Pour peach puree into glass and slowly add champagne. Stir gently. Garnish with a peach slice.,Bellini,{null}
300,1,442,{null},{null},{null},18,,Combine all ingredients over ice in a glass.,Jack Frost,{null}
301,1,503,{null},{null},{null},7,,"Put all ingredients into a blender, then liquify until it becomes a shake. Pour into the beer mugs, and you're set.",Liquid Courage,{null}
302,1,728,{null},{null},{null},2,,,Sandy Collins,{null}
303,1,130,{null},{null},{null},12,,Combine ingredients in a shot glass.,Black Rain,{null}
304,1,58,{null},{null},{null},18,,"Stir all ingredients well with cracked ice, strain contents into a cocktail glass, and serve.",Andalusia,{null}
305,1,897,{null},{null},{null},12,,The trick to getting the look of the Tornado is to pour the Tequila Rose slowly on the side of the shooter glass on top of the Sambuca.,White Tornado,{null}
306,1,698,{null},{null},{null},15,,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Rum Old-Fashioned,{null}
307,1,801,{null},{null},{null},5,,"Add the tequila, triple sec, sour mix and fruit (choose one fruit) to a blender with one cup of crushed ice. Blend well. Pour into a hurricane glass, and serve.",Strawberry Margarita,{null}
308,1,790,{null},{null},{null},17,,Pour Licor 43 and coffee into a irish coffee cup. Float Whipped Cream and sprinkle a little cinnamon on top.,Spanish Coffee,{null}
309,1,243,{null},{null},{null},2,,Pour ingredients into an ice-filled collins glass.,Cherry Tuesday,{null}
310,1,22,{null},{null},{null},12,,"Stir over ice, strain into a double sized shot glass or serve on the rocks.",Absolut Nut,{null}
311,1,833,{null},{null},{null},14,,"Pour tequila in a highball glass with ice, and top with orange juice. Stir. Add grenadine by tilting glass and pouring grenadine down side by flipping the bottle vertically very quickly. The grenadine should go straight to the bottom and then rise up slowly through the drink. Garnish stirrer, straw and cherry-orange.",Tequila Sunrise,{null}
312,1,445,{null},{null},{null},15,,Must be equal parts. Shake in shaker over ice and strain into an old- fashioned.,Jack Knife,{null}
313,1,520,{null},{null},{null},15,,"Shake all ingredients well with ice and pour on the rocks in an old-fashioned glass. Garnish with a slice of orange and a cherry, and serve.",Man o' War,{null}
314,1,422,{null},{null},{null},18,,Combine ingredients in a cocktail shaker full of ice. Shake well and strain into a chilled cocktail glass.,Houston Hurricane,{null}
315,1,905,{null},{null},{null},18,,Mix wine and soft drink. Pour into glass. Add ice.,Wine Cooler,{null}
316,1,472,{null},{null},{null},18,,"Shake, strain into a cocktail glass, and serve.",Justine,{null}
317,1,903,{null},{null},{null},15,,Pour over ice into old-fashioned glass. Garnish with a lime wheel.,Wild Thing,{null}
318,1,146,{null},{null},{null},21,,"Stir ingredients together in a whiskey sour glass. Garnish with a lemon wedge, and serve.",Bloody Jager,{null}
319,1,819,{null},{null},{null},15,,"Pour Zubrowka vodka over ice in an old-fashioned glass. Add apple juice and a lemon wedge, and serve.",Tatanka,{null}
320,1,577,{null},{null},{null},2,,"Stir the Whiskey, schnapps and rum together in a large glass, Fill with Mountain Dew, and serve.",Morning After,{null}
321,1,683,{null},{null},{null},18,,"Blend with 1/2 cup of ice for 15 seconds and pour into a champagne flute with a nutmeg/sugar mixture. Garnish with nutmeg, and serve.",Road Runner,{null}
322,1,392,{null},{null},{null},2,,"Squeeze a Lime Wedge in a collins glass, and drop into the glass. Add grenadine and rums, fill with crushed ice, and stir well.",Habana Libre,{null}
323,1,915,{null},{null},{null},19,,,Waterloo Sunset,{null}
324,1,168,{null},{null},{null},18,,,Bottoms Up,{null}
325,1,620,{null},{null},{null},2,,"Pour the tequila into a salt-rimmed collins glass filled with ice cubes. Fill with club soda. Splash lime juice on top, and serve.",Paloma,{null}
326,1,731,{null},{null},{null},18,,"Shake, strain into a cocktail glass, and garnish with a slice of orange.",Satan's Whiskers,{null}
327,1,395,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Hair Raiser,{null}
328,1,184,{null},{null},{null},3,,"Place sugar, mint leaves, and brandy in a collins glass and fill with finely shaved ice. Stir until mint rises to top, being careful not to bruise leaves. Garnish with a slice of pineapple, orange, or lemon and a cherry.",Brandy Julep,{null}
329,1,118,{null},{null},{null},15,,"Pour the Pusser's rum, brandy, lime juice, sugar and Cointreau into a cocktail shaker half-filled with ice cubes. Shake well, and strain into an old-fashioned glass filled with ice cubes. Fill with club soda, and serve.",Big Dipper,{null}
330,1,539,{null},{null},{null},2,,"Shake and strain into an ice-filled collins glass. Garnish with a melon ball and a slice of lime on a stick, and serve with straws.",Melon Ball,{null}
331,1,491,{null},{null},{null},18,,Pour all ingredients together into a cocktail shaker with ice.\,Kirkhouse Klassic,{null}
332,1,107,{null},{null},{null},21,,"Mix shots in 3-4oz glass, stir, then drain it.",Beam Scream,{null}
333,1,88,{null},{null},{null},2,,Serve with ice and stir.,Bocce Ball,{null}
334,1,772,{null},{null},{null},2,,"Pour into an ice-filled collins glass. Add a half-slice of lemon, and serve.",Sloe Gin and Tonic,{null}
335,1,917,{null},{null},{null},18,,,Chocolate Martini,{null}
336,1,705,{null},{null},{null},14,,"Pour over ice in a small highball glass, stir, and serve.",Rum Stinger,{null}
337,1,585,{null},{null},{null},2,,Fill collins glass with ice. Pour alcohols. Pour juices. Shake Optional. Orange and Pineapple garnish Optional,Navy Grog,{null}
338,1,776,{null},{null},{null},18,,"Stir both ingredients together with ice to chill. Garnish with a twist of lemon peel, and serve.",Smoky Martini,{null}
339,1,173,{null},{null},{null},14,,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",Bourbon Sling,{null}
340,1,97,{null},{null},{null},18,,Stir in a cocktail glass. Garnish with a twist of lemon peel.,Bamboo Cocktail,{null}
341,1,219,{null},{null},{null},14,,"Combine in a highball glass with ice. Garnish with a wedge of lime, and serve.",Cape Codder,{null}
342,1,216,{null},{null},{null},15,,Crush sugar into the lime wedges with a spoon. Place the lime wedges in the bottom of an 8 oz. glass. Cover with crushed ice. Pour vodka to fill the glass. It's a great summer drink.,Caipiroska,{null}
343,1,151,{null},{null},{null},14,,"Half-fill a highball glass with ice. Pour the grenadine around the inside of the glass and on top of the ice to give that bloody look to it. Next, add the vodka (more if you prefer), then the sour apple pucker. Add the ginger ale, and then fill with 7-up. Garnish as desired, and serve.",Bloody Monkey,{null}
344,1,361,{null},{null},{null},5,,Shake with ice and strain into a salt rimmed cocktail glass. Garnish with a Lime Wedge.,Gold Margarita,{null}
345,1,744,{null},{null},{null},2,,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Scotch Sour,{null}
346,1,537,{null},{null},{null},15,,"Pour ingredients into a mixing tin. Shake 8 to 10 times then strain into an old-fashioned glass, and serve.",Mello Yellow,{null}
347,1,125,{null},{null},{null},15,,"Pour both ingredients into an old-fashioned glass, and serve.",Black Cat,{null}
348,1,369,{null},{null},{null},2,,,Grateful Dead,{null}
349,1,688,{null},{null},{null},18,"First created in 1894 by a bartender at the Waldorf Hotel in New York City, the Rob Roy is a cocktail similar to a Manhattan. The drink is named for the Scottish folk hero Robert Roy MacGregor. Also called the Scotch Manhattan.","Stir ingredients with ice, strain into a cocktail glass. Garnish with a cherry.",Rob Roy,{null}
350,1,105,{null},{null},{null},14,,"First, add cubed ice, then add the three parts stoli, then add the pineapple juice and last but not least, add the cranberry juice for color.",Bay Breeze,{null}
351,1,885,{null},{null},{null},2,,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the half-slice of lemon, top with the cherry, and serve.",Whiskey Sour,{null}
352,1,423,{null},{null},{null},18,,Combine ingredients in a cocktail shaker with ice. Shake well and strain into a cocktail glass.,Hula-Hula Cocktail,{null}
353,1,636,{null},{null},{null},14,,Pour over ice cubes in a highball glass. Fill with cold water and stir well.,Perroquet,{null}
354,1,307,{null},{null},{null},14,,"Build the gin, lime juice and raspberry liqueur in a highball glass filled with ice. Top with ginger ale, garnish with a wedge of lime and an edible flower, and serve.",Floradora,{null}
355,1,241,{null},{null},{null},18,,Serve as a shot or on the rocks.,Cherry Bomb,{null}
356,1,412,{null},{null},{null},14,,Build over ice. Stir and garnish with a lime slice.,Hill Topper,{null}
357,1,460,{null},{null},{null},14,,,Jersey Tea,{null}
358,1,229,{null},{null},{null},18,,Mix and serve.,Champagne Martini,{null}
359,1,342,{null},{null},{null},15,,Shake ingredients in a cocktail shaker with ice. Strain into an old fashioned glass. Garnish with a twist of lime.,Gin Daiquiri,{null}
360,1,508,{null},{null},{null},18,,Pour the liqueur into glass. Fill with Baja Luna. Stir. Add cherry for garnish.,Lunar Eclipse,{null}
361,1,657,{null},{null},{null},18,,Mix drinks over ice before serving in a shot glass. Tastes like a peppermint patty!,Planter's Cocktail,{null}
362,1,574,{null},{null},{null},2,,"Start with the grenadine, then beer, then 7up. Stir well on the rocks, and you're good to go.",Monaco,{null}
363,1,234,{null},{null},{null},18,,"Rub rim of glass with lemon juice and dip rim in salt. Put 4 ice cubes into the glass, add Tequila and juice of half a lemon. Add some more salt if you like and fill the glass with Coca-COla. Stir gently.",Charro Negro,{null}
364,1,623,{null},{null},{null},18,,,Pancho Villa,{null}
365,1,208,{null},{null},{null},14,,"Line rim of glass with salt & pepper. Over ice add vodka, fill with Clamato Juice then add remaining ingredients. Garnish with celery stick.",Caesar,{null}
